No;Group;Generic name;Canonical_Smiles;PubChem ID;PubMed ID
A_850;Activator;Tienopyridone (A-769662);C1=CC=C(C(=C1)C2=CC=C(C=C2)C3=CSC4=C3C(=C(C(=O)N4)C#N)O)O;54708532;24960362
A_851;Activator;Tiliroside;C1=CC(=CC=C1C=CC(=O)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O;5320686;27048379
A_852;Activator;Tiliroside derivative;C1=CC(=CC=C1C=CC(=O)COC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC=C(C=C4)O)C#N;54753637;31864905
A_853;Activator;Timosaponin AIII;CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)O)OC8C(C(C(C(O8)CO)O)O)O)C)C)C)OC1;15953793;23906794
A_854;Activator;Tofacitinib;CC1CCN(CC1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N;9926791;29037480
A_855;Activator;Tomatidine ;CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)O)C)C)C)NC1;65576;31454158
A_856;Activator;AKOS007867636;C1CN(CCC1C(=O)NC2=NC=C(C=C2)Cl)CCC(=O)NC3=CC=CC4=CC=CC=C43;56525527;PubChem Bioassay
A_857;Activator;Tormentic acid;CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C)O)O)C)C)C2C1(C)O)C)C(=O)O;73193;27048379
A_858;Activator;trans-caryophyllene;CC1=CCCC(=C)C2CC(C2CC1)(C)C;5281515;23414569
A_859;Activator;Trans-cinnamic acid;C1=CC=C(C=C1)C=CC(=O)O;444539;27048379
A_860;Activator;Trehalose ;C(C1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O;7427;33197516
A_861;Activator;trelagliptin ;CN1C(=O)C=C(N(C1=O)CC2=C(C=CC(=C2)F)C#N)N3CCCC(C3)N;15983988;33421258
A_862;Activator;Troglitazone;CC1=C(C2=C(CCC(O2)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C(=C1O)C)C;5591;17544010
A_863;Activator;Trp-His;C1=CC=C2C(=C1)C(=CN2)CC(C(=O)NC(CC3=CN=CN3)C(=O)O)N;18218250;25383313
A_864;Activator;Tyrphostin A1;COC1=CC=C(C=C1)C=C(C#N)C#N;2063;23398362
A_865;Activator;Tyrphostin AG 1478;COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Cl)OC;2051;23398362
A_866;Activator;Ugonin J;CC1(CCCC(=C)C1CC2=C(C3=C(C=C2O)OC(=CC3=O)C4=CC(=C(C=C4)O)O)O)C;12114697;33220422
A_867;Activator;1-DEOXYNOJIRIMYCIN;C1C(C(C(C(N1)CO)O)O)O;29435;27048379
A_868;Activator;AKOS007867985;CN(CC1=NC2=CC=CC=C2C(=O)N1)C3=CC=CC=C3C4=CC=CC=C4;136101356;PubChem Bioassay
A_869;Activator;Ulinastatin ;C1CC2(CC=C1)COC(OC2)C3=CC=CO3;105102;26481965
A_870;Activator;Ursolic acid;CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C(=O)O;64945;28675237
A_871;Activator;Vaccarin;C1C(C(C(C(O1)OC2C(C(C(OC2C3=C(C4=C(C=C3O)OC(=CC4=O)C5=CC=C(C=C5)OC6C(C(C(C(O6)CO)O)O)O)O)CO)O)O)O)O)O;71307582;30779918
A_872;Activator;Valerenic acid;CC1CCC(C2=C(CCC12)C)C=C(C)C(=O)O;6440940;32549758
A_873;Activator;Valproic acid;CCCC(CCC)C(=O)O;3121;24105977
A_874;Activator;Valsartan;CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)C(C(C)C)C(=O)O;60846;31307032
A_875;Activator;Vannilic acid;COC1=C(C=CC(=C1)C(=O)O)O;8468;29141998
A_876;Activator;Vemurafenib;CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)C4=CC=C(C=C4)Cl)F;42611257;26750638
A_877;Activator;verbascoside;CC1C(C(C(C(O1)OC2C(C(OC(C2OC(=O)C=CC3=CC(=C(C=C3)O)O)CO)OCCC4=CC(=C(C=C4)O)O)O)O)O)O;5281800;26055125
A_878;Activator;Vildagliptin;C1CC(N(C1)C(=O)CNC23CC4CC(C2)CC(C4)(C3)O)C#N;6918537;31026379
A_879;Activator;AKOS007868307;CCOC(=O)CN(CC1=CC=C(C=C1)C(F)(F)F)CC2=NC3=C(C(=O)N2)SC=C3;136101381;PubChem Bioassay
A_880;Activator;Vincristin;CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O;5978;21506122
A_881;Activator;Vitamin D3;CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C;5280795;29676471
A_882;Activator;VX-765;CCOC1C(CC(=O)O1)NC(=O)C2CCCN2C(=O)C(C(C)(C)C)NC(=O)C3=CC(=C(C=C3)N)Cl;11398092;32459063
A_883;Activator;WO 2009124636;OC1C(C(=O)NC2=C1C(=CS2)C1=CC=C2C=CC=CC2=C1O)C1=CC=CC=C1;Patent;
A_884;Activator;WO 2011029855;C1=CC=C(C(=C1)C2=CC=C(C=C2)N3C=CC4=C3C(=O)NC(=O)N4)O;Patent;
A_885;Activator;WO 2011032320;CC(C)C(C1C(=O)N(CC2=CC=CC(=C2)C(O)=O)C2=C1C=CC=C2)C1=CC=C(C=C1)C(F)(F)F;Patent;
A_886;Activator;WO 2011080277;C1=CC=C(C=C1)C2(C(=O)C3=C(NC2=O)SC(=C3C4=CC5=CC=CC=C5C=C4)F)F;Patent;
A_887;Activator;Wogonin;COC1=C(C=C(C2=C1OC(=CC2=O)C3=CC=CC=C3)O)O;5281703;27048379
A_888;Activator;WS070117;CC(=O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)NC4=CC(=CC=C4)O)OC(=O)C)OC(=O)C;45377904;29348606
A_889;Activator;xanthoangelol;CC(=CCCC(=CCC1=C(C=CC(=C1O)C(=O)C=CC2=CC=C(C=C2)O)O)C)C;643007;27048379
A_890;Activator;AKOS007868724;CCC(CC)(C1=CC=C(C=C1)Cl)NCC2=NC(=NO2)C3=CC=CC=C3OCC;56526615;PubChem Bioassay
A_891;Activator;Xanthohumol;CC(=CCC1=C(C(=C(C=C1O)OC)C(=O)C=CC2=CC=C(C=C2)O)O)C;639665;30608650
A_892;Activator;Y27632;CC(C1CCC(CC1)C(=O)NC2=CC=NC=C2)N;448042;21464390
A_893;Activator;Zearalenone ;CC1CCCC(=O)CCCC=CC2=C(C(=CC(=C2)O)O)C(=O)O1;5281576;31982503
A_894;Activator;Zeaxanthin;CC1=C(C(CC(C1)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CC(CC2(C)C)O)C)C)C;5280899;27048379
A_895;Activator;ZLN024;CC1=CC(=C(C=C1)OCCSC2=NC=CC=N2)Br;1825716;23977216
A_896;Activator;ZMP;C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)N)C(=O)N;200;16443210
A_897;Activator;AKOS007869643;C1CCN(CC1)C2=NNC(=N2)NC(=O)CCC3=CC=C(C=C3)S(=O)(=O)NC4CC4;56527534;PubChem Bioassay
A_898;Activator;AKOS007870165;CC1=CC=C(C=C1)NC2=NN=C(S2)SCCCCCN3C=CC=N3;56528056;PubChem Bioassay
A_899;Activator;AKOS007872819;CC(C)C1=CC(=NN1C(C)(C)C)C(=O)NC2=CC(=CC=C2)OCC3=CN4C=CC=CC4=N3;56530705;PubChem Bioassay
A_900;Activator;AKOS007873513;CC1=C(C(=NC(=N1)SC)C)CCC(=O)NC2=CC(=NN2C3=CC=CC=N3)C(C)(C)C;56531399;PubChem Bioassay
A_901;Activator;AKOS007873934;CC1=C(C(=NC2=CC(=O)NN12)C)CC(=O)N(CC3=CC=C(C=C3)OC)C(C)C4CC4;56531820;PubChem Bioassay
A_902;Activator;AKOS007875011;CC(C)N1C(=O)C2=C(S1(=O)=O)C=C(C=C2)C(=O)N3CCCC(C3)C4=NC=CS4;56532893;PubChem Bioassay
A_903;Activator;Alisol A;CC(CC(C(C(C)(C)O)O)O)C1=C2CC(C3C4(CCC(=O)C(C4CCC3(C2(CC1)C)C)(C)C)C)O;15558614;31144451
C_1;Control;1158838-43-7;CC(=O)N1CCN(CC1)C(=O)CC2=CC=C(C=C2)NC3=NC=C(C(=N3)NC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5Cl)F;42628077;19402633
C_2;Control;Angiotensin II;CCC(C)C(C(=O)NC(CC1=CN=CN1)C(=O)N2CCCC2C(=O)NC(CC3=CC=CC=C3)C(=O)O)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(C(C)C)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(=O)O)N;172198;21844485
C_3;Control;CHEMBL199424;COC(=O)C=CC1=CC=CC=C1C2=CC3=C(C=C2)C(=O)C=C(O3)N4CCOCC4;11596273;16302822
C_4;Control;CHEMBL199860;CC1=C(C(=CN(C1=O)C)C(=O)NOCCO)NC2=C(C=C(C=C2)Br)F;11384425;16420026
C_5;Control;CHEMBL200275;CC1=CC=C(C2=CC=CC=C12)C3=CC4=C(C=C3)C(=O)C=C(O4)N5CCOCC5;11639318;16302822
C_6;Control;CHEMBL200299;C1COCCN1C2=CC(=O)C3=C(O2)C=C(C=C3)C4=CC5=CC=CC=C5C=C4;11646131;16302822
C_7;Control;CHEMBL2006765;CCCNC(=O)C1=CC=C(C=C1)NC2=NC3=C(C=CN3)C(=N2)NCC(F)(F)F;16129448;27789138
C_8;Control;CHEMBL200906;CN1C2=C(C=C3C(=C2)C=CO3)C(C1=O)C(=O)NC4=NN=CS4;11438405;16275071
C_9;Control;CHEMBL2012574;COC1=CC2=C(C=C1)C3=C(N2CCCCN)C(=NC=C3)C(F)(F)F;54613080;22335895
C_10;Control;CHEMBL201426;CCONC(=O)C1=CN(C(=O)C(=C1NC2=C(C=C(C=C2)Br)F)F)C;11281076;16420026
C_11;Control;CHEMBL2017214;CSC1=CC=CC=C1NC2=NC(=NC3=C2N=CN=C3NCC4CC4)N5CCNCC5;53348216;24900346
C_12;Control;CHEMBL2017253;CSC1=CC=CC=C1NC2=NC(=NC3=C2N=CN=C3NCC4CC4)N5CC6(C5)CNC6;53494876;22795331
C_13;Control;Baicalein 7-O-glucuronide;C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O;64982;29028535
C_14;Control;CHEMBL203138;CCONC(=O)C1=CN(C(=O)C(=C1NC2=C(C=C(C=C2)Br)F)C)C;11395411;16420026
C_15;Control;CHEMBL2035810;C=CC(=O)NCC1=COC(=N1)C2=C(N=CN=C2NC3=CC(=C(C=C3)OCC4=CC=CC=N4)Cl)N;53341082;22372864
C_16;Control;CHEMBL2036343;C1C(=CC2=CC=CC=N2)C(=O)C(=CC3=CC=CC=N3)CS1;56832546;23550937
C_17;Control;CHEMBL2041958;CC(C)NC1=NC=CC(=C1)C2=C(C(=O)C3=CC=CC=C3O2)C4=CC=C(C=C4)F;56589563;21905739
C_18;Control;CHEMBL2041962;C1CCC(CC1)NC2=NC=CC(=C2)C3=C(C(=O)C4=CC=CC=C4O3)C5=CC=C(C=C5)F;56589562;21905739
C_19;Control;CHEMBL204420;CN1CCN(C(C1)C(=O)N)CC2=CC3=C(C=C2OC)N=CN=C3NC4=C(C(=CC=C4)Cl)F;44410960;16516473
C_20;Control;CHEMBL204934;COC1=CC=CC(=C1)N2C=NC3=C(N=CN=C32)NN=CC4=CC=NC=C4;9604915;PubChem Bioassay
C_21;Control;CHEMBL205158;C1COCCN1CCOC2=CC=C(C=C2)C3=NC=CC(=C3)C4=C(NN=C4)C5=CC=CC=N5;11604319;PubChem Bioassay
C_22;Control;CHEMBL205765;CC(=O)NC1=CC=CC(=N1)C#CC2=CN=CN=C2NC3=CC(=C(C=C3)OCC4=CC(=CC=C4)F)Cl;11627264;PubChem Bioassay
C_23;Control;CHEMBL2063669;CC1=CN2C(=C(N=C2S1)C)C=C3C4=C(C5=CC=CC=C5C=C4)NC3=O;56963902;22283430
C_24;Control;beta-Fructose-1,6-Diphosphate;C(C1C(C(C(O1)(COP(=O)(O)O)O)O)O)OP(=O)(O)O;10267;PubChem Bioassay
C_25;Control;CHEMBL2063681;COC1=CC2=C(C=C1)NC(=O)C2=CC3=C(N=C4N3C=CS4)C5=CC=CC=N5;56963903;22283430
C_26;Control;CHEMBL2063687;COC1=CC2=C(C=C1)NC(=O)C2=CC3=C(N=C4N3C=CS4)OC;70684410;22283430
C_27;Control;CHEMBL2063926;CSC1=CC=CC=C1NC2=NC(=NC3=C2N=CN=C3NCC4CC4)N5CCN(CC5)C6CCNCC6;66552478;22795331
C_28;Control;CHEMBL2064628;CC1(C2=C(CN1C(=O)OC(CN(C)C)C3=CC=CC=C3)C(=NN2)NC(=O)C(C)(C)C)C;24765998;22554206
C_29;Control;CHEMBL206783;COC1=CC2=C(C=C1CN3CCCCC3C(=O)N)C(=NC=N2)NC4=C(C(=CC=C4)Cl)F;44410717;16516473
C_30;Control;CHEMBL206955;COC1=CC2=C(C=C1CN3CCCC3C(=O)N)C(=NC=N2)NC4=CC(=C(C=C4)F)Cl;11532048;16516473
C_31;Control;CHEMBL2069711;C1=CC=C2C(=C1)N=C(S2)C3=CSC(=C3)S(=O)(=O)N;11687981;22889803
C_32;Control;CHEMBL207037;COC1=CC2=C(C=C1CN3CC(C3)C(=O)N)C(=NC=N2)NC4=C(C(=CC=C4)Cl)F;44410829;16516473
C_33;Control;CHEMBL207235;COC1CC(N(C1)CC2=CC3=C(C=C2OC)N=CN=C3NC4=C(C(=CC=C4)Cl)F)C(=O)N;44410869;16516473
C_34;Control;CHEMBL207246;COC1=CC2=C(C=C1CN3CCC3C(=O)N)C(=NC=N2)NC4=C(C(=CC=C4)Cl)F;44410851;16516473
C_35;Control;Bisindolylmaleimide I;CN(C)CCCN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54;2396;15896957
C_36;Control;CHEMBL207410;CNC(=O)C1=CC=CC(=C1)C#CC2=CN=CN=C2NC3=CC(=C(C=C3)OCC4=CC(=CC=C4)F)Cl;44410704;PubChem Bioassay
C_37;Control;CHEMBL207445;CN(CC1=CC2=C(C=C1OC)N=CN=C2NC3=C(C(=CC=C3)Cl)F)C(CCOC)C(=O)N;11691173;16516473
C_38;Control;CHEMBL207584;COC1=CC2=C(C=C1CN3CCCC3C(=O)N)C(=NC=N2)NC4=C(C(=CC=C4)Cl)F;11495680;16516473
C_39;Control;CHEMBL207674;COC1=CC2=C(C=C1CN3CCOCC3C(=O)N)C(=NC=N2)NC4=C(C(=CC=C4)Cl)F;44410720;16516473
C_40;Control;CHEMBL207687;CC(C(=O)N)N(C)CC1=CC2=C(C=C1OC)N=CN=C2NC3=C(C(=CC=C3)Cl)F;11596881;16516473
C_41;Control;CHEMBL207718;CN1CC(C1)(C(=O)N)N(C)CC2=CC3=C(C=C2OC)N=CN=C3NC4=C(C(=CC=C4)Cl)F;11532676;16516473
C_42;Control;CHEMBL207815;CN(CC1=CC2=C(C=C1OC)N=CN=C2NC3=C(C(=CC=C3)Cl)F)C4(CN(C4)CCOC)C(=O)N;11526238;16516473
C_43;Control;CHEMBL208048;CC(C)N(CC1=CC2=C(C=C1OC)N=CN=C2NC3=C(C(=CC=C3)Cl)F)C(C)C(=O)N;44410949;16516473
C_44;Control;CHEMBL208118;CC(C(=O)N)N(C)CC1=CC2=C(C=C1OC)N=CN=C2NC3=C(C(=CC=C3)Cl)F;11531799;16516473
C_45;Control;CHEMBL208286;CN(CC1=CC2=C(C=C1OC)N=CN=C2NC3=C(C(=CC=C3)Cl)F)C(CO)C(=O)N;11373886;16516473
C_46;Control;BML-288;CC1=C2C=C(C=CC2=NN1)NC(=O)C3=C(NC(=O)CC3C4=CC=C(C=C4)C(F)(F)F)C;11453116;PubChem Bioassay
C_47;Control;CHEMBL208292;COC1=CC2=C(C=C1CN3CCCC3C(=O)N)C(=NC=N2)NC4=C(C(=CC=C4)Cl)F;11502867;16516473
C_48;Control;CHEMBL208437;C1=CC=NC(=C1)C2=C(C=NN2)C3=CC(=NC=C3)C4=CC=C(C=C4)OCCN5C=CN=C5;10294883;PubChem Bioassay
C_49;Control;CHEMBL208637;CCOC1=C(C(=CC(=N1)NC(=O)C)N)C#N;11715520;16759099
C_50;Control;CHEMBL210032;CC(=O)NC1=NC(=C(C(=C1)N)C#N)C2=CC=CC=C2;11658882;16759099
C_51;Control;CHEMBL210928;CCOC1=C(C(=CC(=N1)NC(=O)CC2=CC(=C(C=C2OC)S(=O)(=O)C)OC)N)Cl;11590363;16759099
C_52;Control;CHEMBL210963;CCOC1=C(C(=CC(=N1)NC(=O)CC2=CC(=C(C=C2OC)S(=O)(=O)C)OC)N)C#N;11539329;16759099
C_53;Control;CHEMBL211003;CC(C(=O)NC)N(C)CC1=CC2=C(C=C1OC)N=CN=C2NC3=C(C(=CC=C3)Cl)F;11661959;16516473
C_54;Control;CHEMBL211003;C1COCCN1C2=CC(=O)C3=C(O2)C=C(C=C3)C4=CC5=CC=CC=C5S4;11667690;16302822
C_55;Control;CHEMBL212250;C1=CC=C(C=C1)S(=O)(=O)CCOCC2=CC=C(O2)C3=CC4=C(C=C3)N=CN=C4NC5=CC(=C(C=C5)OCC6=CC(=CC=C6)F)Cl;9917474;PubChem Bioassay
C_56;Control;CHEMBL212382;CC(C)(C)C1=NN=C2N1C=C(C=C2)C3=C(N=CO3)C4=C(C=C(C=C4)F)F;10247543;16759861
C_57;Control;Bosutinib;CN1CCN(CC1)CCCOC2=C(C=C3C(=C2)N=CC(=C3NC4=CC(=C(C=C4Cl)Cl)OC)C#N)OC;5328940;19039322
C_58;Control;CHEMBL212968;CC(C)(C)C1=NN=C2N1C=C(C=C2)C3=C(N=CO3)C4=CC(=C(C=C4F)F)F;9999342;16759861
C_59;Control;CHEMBL213423;CC(C)C1=NN=C2N1C=C(C=C2)C3=C(N=CO3)C4=CC(=C(C=C4F)F)F;10473563;16759861
C_60;Control;CHEMBL213451;CCNC1=NN=C2N1C=C(C=C2)C3=C(N=CO3)C4=CC=C(C=C4)F;23647330;16759861
C_61;Control;CHEMBL214198;CC(C)C1=NN=C2N1C=C(C=C2)C3=C(NN=C3)C4=C(C=CC(=C4)F)F;23647348;16759861
C_62;Control;CHEMBL2152768;CC(C)(C1CCN(CC1)CC2=NC3=C(C=C2)N=C(N=C3N4CCOCC4)C5=C(C=CC6=C5C=CN6)F)O;53378051;22672799
C_63;Control;CHEMBL215652;CC(C)C1=NN=C2N1C=C(C=C2)C3=C(N=CO3)C4=C(C=C(C=C4)F)Cl;23647319;16759861
C_64;Control;CHEMBL218088;CC1=CC(=CC(=C1C=CC2=CC(=CN=C2)C(=O)N)C)O;44418540;PubChem Bioassay
C_65;Control;CHEMBL218859;CC1=C(C(=CC=C1)C)C=CC2=CC(=CN=C2)C(=O)NC;44418539;PubChem Bioassay
C_66;Control;CHEMBL218932;CC1=CC(=CC(=C1C=CC2=CC(=CN=C2)C(=O)NC)C)OC(=O)NC;44418572;PubChem Bioassay
C_67;Control;CHEMBL2203843;CC(CN(C)C)OC1=NC(=CN=C1C#N)NC2=NC=C(C(=C2)OC)C3=CN(N=C3)C;54758482;23082860
C_68;Control;BX-795;C1CCN(C1)C(=O)NC2=CC=CC(=C2)NC3=NC=C(C(=N3)NCCCNC(=O)C4=CC=CS4)I;10077147;19465931
C_69;Control;CHEMBL2205766;CC(C)(C)NS(=O)(=O)C1=CN=CC(=C1)C2=CC3=NC(=NN3C=C2)N;44557921;22726925
C_70;Control;CHEMBL2325894;CC(C(=O)N1CC(C1)C#N)NC(=O)C2=CNC3=NC=C(N=C23)C4CC4;53385939;23214979
C_71;Control;CHEMBL2325895;CC(C)(C)C(C(=O)N1CC(C1)C#N)NC(=O)C2=CNC3=NC=C(N=C23)C4CC4;54589404;23214979
C_72;Control;CHEMBL2325901;CC(C)NC(=O)C1=CNC2=NC=C(N=C12)C3CC3;54672927;23214979
C_73;Control;CHEMBL2325903;CC(C(C)(C)C)NC(=O)C1=CNC2=NC=C(N=C12)C3CC3;54673259;23214979
C_74;Control;CHEMBL2325904;CC(C(C)(C)O)NC(=O)C1=CNC2=NC=C(N=C12)C3CC3;44192904;23214979
C_75;Control;CHEMBL2325906;CC(C(C)(C)C#N)NC(=O)C1=CNC2=NC=C(N=C12)C3CC3;54673911;23214979
C_76;Control;CHEMBL232601;C1CC2=C(N(C1)C(=O)C3CC3)SC(=C2C#N)NC(=O)C4=CC=CC5=CC=CC=C54;16664858;PubChem Bioassay
C_77;Control;CHEMBL2338333;CN1CC(=CC2=CC=CC=N2)C(=O)C(=CC3=CC=CC=N3)C1;2132479;23550937
C_78;Control;CHEMBL2338334;CN1CC(C(=O)C(=CC2=CC=CC=N2)C1)CC3=CC=CC=N3;71718330;23550937
C_79;Control;Canertinib;C=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4;156414;15711537
C_80;Control;CHEMBL2338335;CN1CC(C(=O)C(=CC2=CC=CC=N2)C1)CC3=CC=CC=N3;71720141;23550937
C_81;Control;CHEMBL2348862;CC(C)(C1=NC=C(C=C1)C2=CN=C3C(=N2)N(CC(=O)N3)CC4CCOCC4)O;58298312;23414803
C_82;Control;CHEMBL2348865;C1COCCC1CCN2C3=NC(=CN=C3NC2=O)C4=CC=C(C=C4)C5=NC=NN5;66699750;23414803
C_83;Control;CHEMBL237570;CC1=C(C=CC(=C1)S(=O)C)C2=NC(=C(N2C)C3=CC4=C(C=C3)C=C(C=C4)OC)C5=CC=NC=C5;24180608;PubChem Bioassay
C_84;Control;CHEMBL2376143;CC(C(=O)N1CC(C1)C#N)NC(=O)C2=CNC3=NC=C(N=C23)C4=CN(C5=C4C=CC(=C5)Cl)C;71288693;23540648
C_85;Control;CHEMBL2376144;CC(C(=O)N1CC(C1)C#N)NC(=O)C2=CNC3=NC=C(N=C23)C4=NN(C5=C4C=CC(=C5)Cl)C;71288602;23540648
C_86;Control;CHEMBL2376152;CC(C(=O)N1CC(C1)C#N)NC(=O)C2=CNC3=NC=C(N=C23)C4=NN(C5=C4C(=CC(=C5)Cl)F)C;71285760;23540648
C_87;Control;CHEMBL2376153;CCC(C(=O)N1CC(C1)C#N)NC(=O)C2=CNC3=NC=C(N=C23)C4=NN(C5=C4C=CC(=C5)Cl)C;71288724;23540648
C_88;Control;CHEMBL2376154;CN1C2=C(C=CC(=C2)Cl)C(=N1)C3=CN=C4C(=N3)C(=CN4)C(=O)NC(C5CC5)C(=O)N6CC(C6)C#N;71288512;23540648
C_89;Control;CHEMBL2376158;CC(C(=O)N1CC(C1)C#N)NC(=O)C2=CNC3=NC=C(N=C23)C4=C5C(=CC(=CN5C=N4)F)F;71288618;23540648
C_90;Control;carbamazepin;C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N;2554;29669730
C_91;Control;CHEMBL238625;C1=CN2C(=C1)C3=NC4=C(C3=C5C2=C(NC5=O)O)C=C(C=C4)Br;135508625;17582773
C_92;Control;CHEMBL2386796;CC1=C(C=CC(=C1)C2=CC(=NN2)NC(=O)C3=CC=C(C=C3)CN4CCN(CC4)C)NC(=O)NC5=NOC(=C5)C(C)(C)C;60198892;23618709
C_93;Control;CHEMBL2386802;CC(C)(C)C1=CC(=NO1)NC(=O)NCC2=CC=C(C=C2)C3=CC(=NN3)NC(=O)C4=CC=C(C=C4)OCCN5CCOCC5;70654642;23618709
C_94;Control;CHEMBL2397859;C1=CN=CC=C1CCCNC2=CC(=CN3C2=NNC3=O)Cl;71469039;23683591
C_95;Control;CHEMBL2402081;CCC1C(=O)N(C2=CN=C(N=C2N1C3=NN(C=C3)C)N4C=CN=C4C5=CC=C(C=C5)F)C;53261846;23522834
C_96;Control;CHEMBL2425145;CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C=C3)N4C=C(N=C4)C;72189207;23973211
C_97;Control;CHEMBL240555;C1CC(CCC1NC2=NC3=C(C=C(C=C3)C(=O)NC4(CC4)C5=CC=C(C=C5)F)N6C2=NC=C6)O;72700745;23916259
C_98;Control;CHEMBL241517;C1=CC(=CC(=C1)S(=O)(=O)N)C2=CN=C(C3=C2SC=C3C4=CC(=C(C=C4)F)Cl)N;11281930;PubChem Bioassay
C_99;Control;CHEMBL2420551;C1CC(CCC1NC2=NC3=C(C=C(C=C3)C(=O)NC4(CC4)CC5=CC=C(C=C5)F)N6C2=NC=C6)O;72700746;23916259
C_100;Control;CHEMBL2420556;CC(C1=CC=CC=C1)NC(=O)C2=CC3=C(C=C2)N=C(C4=NC=CN34)NC5CCC(CC5)O;72164074;23916259
C_101;Control;Carfilzomib;CC(C)CC(C(=O)C1(CO1)C)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC(C)C)NC(=O)C(CCC3=CC=CC=C3)NC(=O)CN4CCOCC4;11556711;30482794
C_102;Control;CHEMBL2420560;CC(C1=CC=CC=C1)NC(=O)C2=CC3=C(C=C2)N=C(C4=NC=CN34)NC5CCC(CC5)O;72164194;23916259
C_103;Control;CHEMBL2420562;CCC(C1=CC=CC=C1)NC(=O)C2=CC3=C(C=C2)N=C(C4=NC=CN34)NC5CCC(CC5)O;72164196;23916259
C_104;Control;CHEMBL2420564;C1CC(CCC1NC2=NC3=C(C=C(C=C3)C(=O)NC(CO)C4=CC=CC=C4)N5C2=NC=C5)O;72164198;23916259
C_105;Control;CHEMBL2420565;CCCC(C1=CC=CC=C1)NC(=O)C2=CC3=C(C=C2)N=C(C4=NC=CN34)NC5CCC(CC5)O;72164313;23916259
C_106;Control;CHEMBL2420570;CC(C)(C1=CC=CC=C1)NC(=O)C2=CC3=C(C=C2)N=C(C4=NC=CN34)NC5CCC(CC5)O;72164438;23916259
C_107;Control;CHEMBL2420573;C1CC(C1)(C2=CC=CC=C2)NC(=O)C3=CC4=C(C=C3)N=C(C5=NC=CN45)NC6CCC(CC6)O;72164441;23916259
C_108;Control;CHEMBL2420585;C1CC(CCC1NC2=NC3=C(C=C(C=C3)C(=O)O)N4C2=NC=C4)O;72163962;23916259
C_109;Control;CHEMBL2420587;C1CC(CCC1NC2=NC3=C(C=C(C=C3)C(=O)N)N4C2=NC=C4)O;72164072;23916259
C_110;Control;CHEMBL2420899;C1CNC2(CCN(CC2)C3=NC=NC4=C3NC=N4)CC1C5=CC=CC=C5;72164203;23920481
C_111;Control;CHEMBL2420900;C1CNC2(CCN(CC2)C3=NC=NC4=C3NC=N4)CC1CC5=CC=CC=C5;72164204;23920481
C_112;Control;1H10;OC1=CC(NC2=NC(=O)\C(S2)=C\C2=CNC3=C2C=CC=C3)=CC=C1;NN;30763060
C_113;Control;CHEMBL1077375;C1=CN=C(N=C1C2=CC=C(S2)C(=O)NCCCCCC(=O)NC(CCCCN)C(=O)NCCCCCC(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)N)N;46882137;19800227
